gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
Ttyh2	628.162835418634	0.666154639122156	0.171150425370749	2.50530305042392e-06	0.000773786334339526
Abra	181.904636617425	-1.10188037101452	0.340976565674968	2.44467517629994e-06	0.000773786334339526
Pabpc1l	48.8079142974589	1.38553171553355	0.465751818243733	2.69692678921293e-06	0.000795673908095103
Cldn4	311.313529014776	1.42789111918735	0.482284884712043	2.64946373923131e-06	0.000795673908095103
5033403H07Rik	41.6409484448547	-1.14991420941824	0.365630449438084	2.68608909443899e-06	0.000795673908095103
C130046K22Rik	283.301223801077	-0.604165084002538	0.156476843961723	2.97965974716115e-06	0.000866160797384329
Pqlc3	1966.55271873035	0.481699594356567	0.128268455662466	3.12112951327514e-06	0.000894135754911735
Cers3	74.0572985987177	1.28692304077299	0.437169191551305	3.3933612430168e-06	0.000958236738438759
Bhlhe41	662.091446775534	1.40736702075013	0.491973322142967	3.46985444656222e-06	0.000966036800636554
Ppp1r14c	3697.63502199627	-0.496914641565869	0.133061277640196	3.59766716685075e-06	0.000987709540099151
Fn1	34368.8412361726	0.913010501010455	0.270071276269311	3.67643031123196e-06	0.000995506821398933
Pgpep1	1364.64620918618	0.495623758401602	0.133529526671303	3.85703245924641e-06	0.00103029676516113
Zbtb21	1066.37198517014	-0.3371867233892	0.0972818040804869	3.92686416939065e-06	0.0010349643204846
Rab11fip5	1831.55591660415	0.592297984985472	0.157899025003041	4.18836879449553e-06	0.00107521410338692
Chaf1b	205.457501511098	1.04421910163132	0.335127717006752	4.13789991761908e-06	0.00107521410338692
Tbc1d2	763.547284768876	0.705705520503556	0.193805532979247	4.73880542775269e-06	0.00120092265244086
Nt5e	5025.58540718941	0.660913784066998	0.181098668165295	5.24554123349398e-06	0.00131251409572754
Gm42047	7210.84524412836	1.41300891287019	0.53002416988693	5.35100053770472e-06	0.00132216534536012
Cntnap2	10.5077746726479	1.01330977399557	1.64686030429385	6.37331817291839e-06	0.00153635829663509
Wnt9a	427.791253376401	0.548233317897541	0.152284304265923	6.37331748991663e-06	0.00153635829663509
Gm34220	77.1421930041822	-0.883090691102604	0.275807864861565	6.78800649012672e-06	0.00161660872638958
Tm4sf1	8707.21679524583	-0.389917747853395	0.115785251939531	7.13306764844532e-06	0.00167856366912879
Cpb1	71.7863453297542	-0.917554908724481	0.296847551595984	7.56019011439434e-06	0.00175814444695568
Ei24	4311.39971804192	0.379916331032984	0.1142995253992	7.95453099248021e-06	0.00182833969916693
Cln6	876.671791430524	0.494925614733902	0.143305309760129	8.759921897344e-06	0.00197700906457485
Ncald	2888.37260940812	-0.365696290383273	0.111503677332556	8.80137591352187e-06	0.00197700906457485
Rorc	798.471970391066	0.788236169379593	0.240739610571134	8.93703064708155e-06	0.00198492454832428
Fndc10	200.974563864434	0.714945816407312	0.211281837762638	9.19004959939511e-06	0.00199573104231404
Gpnmb	3717.73676007577	1.71085649010748	0.907570600767633	9.28857468978053e-06	0.00199573104231404
Osr1	262.581280485808	0.688251817120637	0.201236923568038	9.14215011708336e-06	0.00199573104231404
Dbp	1551.48731024652	1.53185063538358	1.28825641430769	1.01774071513071e-05	0.00214744521958972
Ankrd34b	23.4469336853781	1.68612037991638	0.913562915441407	1.02119618880677e-05	0.00214744521958972
Gata5	369.929841614147	0.939739857601843	0.322282755339068	1.03250851164167e-05	0.00214761970877453
Gm43595	137.827520381266	-1.07634079540206	0.401529538148541	1.06071031856315e-05	0.00214761970877453
Spop	17694.1320631282	-0.389877481354117	0.11976810266378	1.06473785329035e-05	0.00214761970877453
Kcne2	955.696665850093	-0.917083272365626	0.311062425307104	1.05855381482379e-05	0.00214761970877453
Thoc2l	1256.87049182626	-0.485895930701409	0.144463025093216	1.12276162146257e-05	0.00224178070418692
Scn3a	1900.26985881581	-0.749781084808498	0.231817424427641	1.16421810434708e-05	0.00230130992686287
Fgf10	933.327813561791	-0.5816217710265	0.171926097202959	1.21403179043177e-05	0.00237601647539256
Tnfrsf25	310.421710051558	-0.795254728622948	0.256180653281204	1.29716677106149e-05	0.00241897127958231
Cpeb1	957.517600195801	0.727326938709618	0.225325135692376	1.29331805230357e-05	0.00241897127958231
Ucp3	174.356860966969	-0.763201163293081	0.240780779255782	1.28346920183959e-05	0.00241897127958231
Hspa1b	907.01225977228	-1.45630452394247	0.674084021538259	1.26782934381887e-05	0.00241897127958231
Syt12	104.879163482539	1.24442266111716	0.51859673895815	1.26084726169157e-05	0.00241897127958231
Krt79	373.537272033452	-1.31568361995486	0.575695963645181	1.35668656403113e-05	0.00250631993562649
Csdc2	156.304479346579	-0.837091125115999	0.280506215517521	1.40467625661193e-05	0.00257094773744889
Rasl10b	118.408848221834	1.55385331028259	0.852739023951732	1.51361128532261e-05	0.00274491323641945
Timd4	39.8212564698407	-1.19980536705235	0.510510422659239	1.53232904896818e-05	0.00275359530099581
Gm16559	35.5171961052424	1.44705062967925	0.718052495531182	1.59786855287919e-05	0.00284550159322188
Ubr7	1781.61462047871	0.235069801405014	0.0701237437158363	1.61591122528363e-05	0.00285193903483763
Hspa1a	401.872752781469	-1.33899159643837	0.624031685600899	1.65231802027154e-05	0.00289038675280598
Cd5l	118.856634655811	1.54234830457185	0.925542140721292	1.70648559906927e-05	0.00295895621375459
A730049H05Rik	66.8191075310466	-1.41377827173448	0.707775369051207	1.76456637291303e-05	0.00303305943420625
Pira2	272.672179214115	1.02568577804267	0.411645888842258	1.85450423372833e-05	0.00316017113690585
Ccdc117	2620.82612347297	-0.517332224338615	0.161227483680883	1.89457187876813e-05	0.0032008548997957
Gm11730	50.379505557504	-1.06068882441095	0.438168257576296	1.9151906386109e-05	0.00320826892825608
Cttnbp2	503.982798538638	-0.738008044421219	0.245725344624568	2.08276348444197e-05	0.00345966267201381
Gm26878	289.003142011491	-0.832265614261681	0.296655232590856	2.10653734447314e-05	0.00346999364068338
Rgs4	633.54861457968	0.599785421488184	0.190940708234613	2.25375393497609e-05	0.00368181438286549
St6galnac3	848.730128049896	-0.599206429191894	0.19100571706711	2.27877061915474e-05	0.00369216875646161
Tppp3	7265.64698788124	-0.611797214459472	0.195717003352266	2.29871270924153e-05	0.00369419952224206
Acoxl	1883.9764632207	-0.825257958540552	0.297480053869428	2.31820280398848e-05	0.00369547700213227
Gm45332	268.496950094378	-0.704111695033865	0.235421661623087	2.44072983288799e-05	0.00385967252853575
Gdf6	32.8527875024697	1.22755953240568	0.609287630981377	2.61818685782235e-05	0.00401191469911429
Cabp1	275.674764133985	-0.612024393832861	0.19906671815726	2.60592867974176e-05	0.00401191469911429
Hsph1	4115.90886630371	-0.889038383252053	0.344407444279162	2.58332536623654e-05	0.00401191469911429
Igkv8-34	14.415834518638	0.44111421126174	1.10358052560857	2.57810920255831e-05	0.00401191469911429
Igfbp6	3960.32516493019	-0.788440730323842	0.286459714348083	2.85242548215926e-05	0.00433722265429555
B530045E10Rik	118.286421102045	-0.911470003943052	0.367745586512393	2.8749601795289e-05	0.0043381173945609
Pecr	193.30151796765	0.567327240731423	0.186182509585204	2.95100186406794e-05	0.00438589878549105
Ccnl1	4953.09593019721	-0.419004899424103	0.140491258552342	2.93863130276622e-05	0.00438589878549105
Zfp362	1455.18497871117	0.441004856467814	0.148471642893416	3.23454994454951e-05	0.00477144393685897
Gm18329	27.3743267382674	-1.0527117857867	0.493139207818254	3.34204183210193e-05	0.00489349191815991
Spp1	10418.867987435	1.29572860811057	0.788024363424175	3.57143420744298e-05	0.00498961410299232
Plbd2	2330.31815739507	0.410356790061303	0.14089985589728	3.57407914441856e-05	0.00498961410299232
Mrgpre	165.440893185052	0.715422292999025	0.255366978584096	3.51057597992725e-05	0.00498961410299232
Gm15684	55.4599189835304	-1.32741028563564	0.874590985101315	3.51791616508965e-05	0.00498961410299232
Klhl33	133.857170369338	-0.547664522411064	0.183559185197762	3.50302791794275e-05	0.00498961410299232
Adamts7	217.69341267745	0.665404423346719	0.230648201815629	3.52011638754336e-05	0.00498961410299232
Sdk2	260.486031359741	0.6604688729201	0.22902694731216	3.5843840877468e-05	0.00498961410299232
Aaas	722.781836303087	0.486829446515097	0.164502259377333	3.63718102767184e-05	0.00502770331286639
E330034L11Rik	187.929350772474	-0.650431748869553	0.226029832384533	3.74622493548953e-05	0.00514247418748761
Chst12	1269.29723950268	0.477003003968023	0.162454502500409	3.82835036955471e-05	0.00518194831544947
Gm18228	18.3818541778031	-1.17716410776642	0.637742395362964	3.83180493017733e-05	0.00518194831544947
Naaladl1	23.3056469997596	1.16206489345762	0.621979632808367	3.85362676365191e-05	0.00518194831544947
Susd4	804.179579030083	0.531033056017602	0.180973894217338	3.98739119383877e-05	0.00528984978044369
Gm57239	25.484173233558	-1.10199415201813	0.564842251652552	3.9682571530707e-05	0.00528984978044369
Rftn2	981.161378534956	-0.553652933465606	0.190242739613748	4.19363383709355e-05	0.00545365526696238
Sspn	2034.30734235042	0.390053397473605	0.136840550580012	4.14656289970347e-05	0.00545365526696238
Rab27b	1510.1811091217	-0.587669466504252	0.202963905961992	4.16794800582172e-05	0.00545365526696238
Mybl1	259.684310874842	0.826318335861085	0.336208702756636	4.25145444288081e-05	0.00549271241649837
Rev1	973.98021755294	0.532647554705303	0.183466382273119	4.31448231803768e-05	0.0055379462325098
Kcng1	50.1837013031887	1.1379999445586	0.623428121046338	4.36754406857346e-05	0.00556988668409623
Mab21l4	1510.41962225849	0.544586035967048	0.1891130135593	4.55203937338122e-05	0.0057459299642832
Cep83os	540.969062947814	0.461029307531206	0.160900174321498	4.56372238777995e-05	0.0057459299642832
Slc6a14	4806.01257327029	0.352009902888619	0.125856257237872	4.67263446815016e-05	0.00584582060328634
Tmem241	496.654123238644	0.402837762362366	0.144238006489723	5.09465245146584e-05	0.00633371037786951
Cpped1	1418.28123865814	0.368821913528639	0.133145736978423	5.18368634364845e-05	0.00640412049718118
Pdpn	5867.58581389851	0.438320783620998	0.156420362493914	5.27663896202534e-05	0.00643847668903425
Tmtc2	3433.95065656118	-0.39477988470064	0.142135864364802	5.26637968690461e-05	0.00643847668903425
Ccnjl	126.552567602475	-0.928828218798949	0.444555646576706	5.37993167684213e-05	0.00652423984393487
Arsg	360.835920057521	0.576460665397932	0.206515959270142	5.41609523606365e-05	0.00652804600800428
Sord	2531.84069420444	0.516536131387182	0.18408814749109	5.53965558982455e-05	0.00659652843638927
Slc2a9	586.987595383053	0.650403228132535	0.241209000715388	5.52547692147003e-05	0.00659652843638927
Arhgef38	1898.04191037906	-0.607943327884827	0.221967951271249	5.70738409786992e-05	0.00675556056662244
Gria3	1549.59514011291	0.464058580514709	0.16716447642898	5.8701976729164e-05	0.00690691651193681
Tmem37	690.780123084721	0.756972546084106	0.310568594815038	5.96199028505773e-05	0.0069734119505761
Wdhd1	362.697395326485	0.67501061473106	0.25912817915194	6.10102655086641e-05	0.00709405834299861
Gm45819	256.403542179902	0.929810744715245	0.465896526168365	6.24173431234604e-05	0.00721522585685054
Pxdc1	5944.7255772198	-0.564211243118058	0.206345574582032	6.30723064371192e-05	0.00724854814734032
Gprin3	811.778211240906	-0.857587927409243	0.399422297188344	6.39934052613491e-05	0.00731189388324328
Etv4	37.9846883849322	1.15348431703006	0.865005384384051	6.49222409839501e-05	0.00737539044557323
Tgfb3	1522.26504876393	-0.365119047311976	0.135507881038619	6.59104180573748e-05	0.00744486419280073
Hilpda	2077.65822130497	-0.489574609539041	0.179687932265456	6.82676994370884e-05	0.00766731599302799
Akr1b8	869.349761148825	0.746028774728731	0.3131881564141	6.90187133370482e-05	0.00770786952843747
Sh3bp5	4903.28936424986	-0.357079854225365	0.133480794119691	6.98494067193864e-05	0.00775681585742759
Ank	1040.03662028509	0.401069386109999	0.150047434983754	7.31537695451813e-05	0.00807838303128267
Gm20633	105.219729461463	0.668579270573182	0.265682516332815	7.43111327757868e-05	0.00816060089766098
Igfbp2	7011.91892442025	0.785045836989065	0.352480746718006	7.5919777254266e-05	0.00824592331591267
Lhx6	172.736600604285	0.734763340129957	0.312313924421097	7.63395541464066e-05	0.00824592331591267
Vipas39	1421.62766047053	0.253102138493576	0.090111567036656	7.62502528396186e-05	0.00824592331591267
Scnn1a	16212.0906394411	0.459331872919278	0.171675505195991	7.68777918818535e-05	0.00825893104417717
Bax	1154.61575644183	0.615739206536272	0.238027938953568	7.73494413114474e-05	0.00826468327785612
B4galt2	372.101735220668	0.560189494265577	0.212722510013155	8.00149727755867e-05	0.00850352670352162
4930579G24Rik	114.000000498907	0.773073976191312	0.350534125440295	8.29189055285614e-05	0.00876501607263676
Klf7	7321.06740613817	-0.426334492870707	0.162136036290605	8.52605572226498e-05	0.00887023912957957
A030001D20Rik	530.693732027608	-0.575661910923048	0.222185704318208	8.52181446209878e-05	0.00887023912957957
Natd1	1186.22662714944	0.429348592875461	0.163087157759793	8.47178694281367e-05	0.00887023912957957
Ptprk	5276.87487088718	-0.354400168664763	0.135897768385305	8.66189673256777e-05	0.00896438286453755
Tulp4	6138.05652728689	0.388329530857994	0.148741136303236	8.70938689131271e-05	0.00896658597294679
Gbe1	1133.65889752783	0.319237268814772	0.122186157832954	8.89684161843972e-05	0.00911211752703098
Nsun7	219.233631361467	-0.618872427825407	0.246865615541234	9.02370722326361e-05	0.00919441343722948
2610203C22Rik	181.722880767502	-0.59495511797645	0.234443760293916	9.09795192212695e-05	0.00922252387921453
Ipo5	4191.22821194958	0.281146001528814	0.105792264273346	9.27450391736168e-05	0.00935352647624941
Slc1a3	1494.54924829172	-0.509592058168684	0.196778443237956	9.4954227452245e-05	0.00952771682258135
Gm42937	51.0942990491468	-0.979892987255085	0.624302897345178	9.65960353189176e-05	0.00964350419267194
Slc35f6	1501.19904581502	0.406349067347816	0.157929784437783	9.87232035355154e-05	0.0098063395190278
Kcnt1	15.9687279093335	0.965745245651847	0.962652862432065	9.98225976882428e-05	0.00986596644251748
Spry1	3479.88772699468	-0.384930545280563	0.150750458592608	0.000103266420540697	0.0100290008518573
Slc10a6	1310.06835429443	-0.700765991023586	0.309149905882865	0.000102707962826445	0.0100290008518573
Mthfd1l	497.171268801196	0.801141088082116	0.402514208778722	0.000103317705490766	0.0100290008518573
Nr1d2	5177.48989316991	0.975677563426822	0.642055235327046	0.000103501602356396	0.0100290008518573
Atf4	5538.44040203938	-0.407222681023553	0.159395874733959	0.000104106795051064	0.0100384342330457
Ccdc8	617.261390951518	0.500261077694996	0.19638930385271	0.000106100448854872	0.0101810076335643
Gm49767	362.942508095945	-0.689698232285161	0.304644440314902	0.000108250605424733	0.010337148393385
Pcyt2	1788.77641756551	-0.370213283638351	0.146082810438329	0.000108954807508684	0.0103543734616546
Sec14l1	10346.9376012711	-0.279784280310389	0.107579218103455	0.00011296499351313	0.0106841101759524
Tceanc	296.2735138046	0.477397641385845	0.189489103448657	0.000115490477292238	0.0108709536411222
Rbm3	6599.99967593738	0.542201361592314	0.218961214625778	0.000117817351110749	0.0109853565066329
Prss35	76.339573541859	0.826805403872357	0.451347118755509	0.000117345921740423	0.0109853565066329
Gja4	1551.91266739728	0.515473408518683	0.208090823575786	0.000123139668467062	0.0113743076008805
Trem2	517.207505169913	0.97829711314501	0.795263760652025	0.000123022311540444	0.0113743076008805
Zfp365	1261.56192660775	0.47100226540854	0.189037734472935	0.000124286365590751	0.0114268306448018
Pdgfc	160.523377858839	0.795055361838239	0.423861598909577	0.000125524017736533	0.011487191012028
Iglc3	90.4505720182359	0.771202129444592	0.404104534505788	0.000132560355864254	0.0120752099279664
Gpc1	712.792886558633	0.550437699995014	0.2289754952963	0.000135525143381396	0.0121769341328185
Mir17hg	357.542600963801	-0.693503822226025	0.326501260700909	0.0001346596625838	0.0121769341328185
Hcn1	74.0330771391633	0.930156653360739	0.664443216675027	0.000135133855111309	0.0121769341328185
Cpm	7313.83289470264	-0.475898962461166	0.194126887651297	0.000136934285774685	0.012247873424924
Sema4c	2283.32404193502	-0.553664071884491	0.232778467412839	0.00014194328196836	0.0125820307384241
Mmrn2	3466.93420655429	0.511042294209008	0.211145935220421	0.000141408174950267	0.0125820307384241
Wnt5a	1185.49330618805	0.564176700932058	0.238755773759547	0.000142603112113928	0.012584088023018
Gm56624	39.7264838783102	-0.761417543644589	0.404846638831653	0.000143939851949609	0.0126455957932796
Sulf2	2411.58600526052	0.491620788101199	0.203124581375546	0.000145368680804463	0.0127146137763797
Gm31619	186.633995030676	-0.579343637749996	0.249165079966228	0.000147305253434459	0.0128272376415813
Tm7sf3	2083.89900793209	0.194380771700947	0.0659866514642819	0.000162680353853399	0.0141039585728953
Nrgn	467.093902540684	-0.646429825872033	0.303433158596799	0.000163759722713799	0.0141355390344264
Slc37a2	474.903847378875	0.667085202728943	0.323571414136676	0.000167586808981344	0.0144029932744966
Shisa2	330.44535937248	0.719324836009996	0.379608555119149	0.000170230895408113	0.0145669009070656
Plcd4	144.006124798835	0.775297413917019	0.459672810205413	0.000176264351437119	0.0150021761669852
Creb3l1	657.983165096793	-0.525800428177475	0.227863004675183	0.000176835485754416	0.0150021761669852
Gm20554	246.576967454611	-0.616179875065411	0.287866710102059	0.000182563185374179	0.0154219080568009
Abhd12	2636.20706439447	0.472210349341478	0.203187596675252	0.000187646518881653	0.0157838669733346
Fjx1	336.178296311991	0.677408014637322	0.348810472236221	0.000192599842470825	0.0160333072722805
Slc2a4rg-ps	637.935799747943	-0.51572228082152	0.226595820939538	0.000193856449540904	0.0160333072722805
Ptx3	82.7171072334163	0.803057467621493	0.530354908801564	0.000192953289684357	0.0160333072722805
Nme4	52.790460989687	0.656802209182354	0.328356563120418	0.000193532021605859	0.0160333072722805
Zranb3	381.31076893911	0.748061356048076	0.441119677751402	0.000195947881448906	0.0161387573858355
Arl5b	3000.38166037418	-0.389121552811624	0.16696877738876	0.000197093146906528	0.0161657271157732
Junos	290.799396708331	-0.452639359248969	0.195862536436393	0.000198269862247101	0.0161950428390018
Cnn1	871.353071098391	-0.731894433903582	0.420839782069587	0.00019915140156938	0.0162001059869216
Traf2	1379.78267604742	-0.285634610576826	0.118753872305103	0.000201845246738155	0.0162852040500943
Gm26621	227.779709767719	-0.681735896362377	0.359126579667604	0.000201407032306818	0.0162852040500943
Nostrin	3207.59549402291	-0.330310148865794	0.141024470878489	0.000204025123327982	0.0163295194737557
Chia1	1891.48489118861	-0.623511765266596	0.302932308054412	0.000204046709668521	0.0163295194737557
Kng2	30.5335035693467	0.763749588608869	0.881216891106667	0.000205038707305906	0.0163427424488542
Serpini1	98.7863644851353	0.61426119494446	0.297226628749097	0.000209225529390523	0.0165430441578498
Wee1	1055.68855304553	0.640174394916833	0.3199982447119	0.000208494210440969	0.0165430441578498
Lipf	40.6895818988774	0.830872972024158	0.642727446120235	0.000210720427514277	0.016594863309461
Gm38708	228.436677598914	-0.665903088843025	0.348256033513681	0.000212430107589324	0.0166631187965007
Sephs2	839.163067460015	0.391043555816915	0.170202520375746	0.000215832215381251	0.0167345520929024
Gm39094	45.1953083599789	-0.822767691327623	0.633572314029248	0.000216727137946224	0.0167345520929024
Slc22a4	77.2471913688947	0.723725915980112	0.425102633450181	0.000216640621925698	0.0167345520929024
Bdp1	2628.60737808593	-0.427027233995307	0.186503373476769	0.000214527787447299	0.0167345520929024
A930001C03Rik	48.5625643721575	0.834095098254272	0.717500750289611	0.000217961154198098	0.0167643507199759
Ifit3	3019.44028026324	0.817902166647302	0.63344884868022	0.000221987789385007	0.0170078784216025
Clca3a1	313.163931281227	0.822739573185931	0.765730703635078	0.000223715788892231	0.0170084230732028
Tsku	749.739384430764	0.602232894095343	0.292548191242121	0.000223065475701966	0.0170084230732028
Mthfd1	4165.23010603885	-0.268407755552968	0.111386373687138	0.00022764941070654	0.0172411720361539
Dnajb4	4232.91730311503	-0.391143841606447	0.171851251627628	0.000229016934649909	0.0172785410199418
Atp6v1g3	11.6630461070691	0.457664878511799	0.833423371498737	0.000232531574448242	0.0174084544224048
Hc	28259.323905874	-0.516058465685098	0.235773075466807	0.00023378159280454	0.0174084544224048
Sesn2	1589.06194329541	0.489337083082726	0.220776785033023	0.000234261591357297	0.0174084544224048
Gm40639	28.1027240156288	-0.7701162357537	0.525609425622086	0.000232436060490832	0.0174084544224048
Vsig4	21.9560564029774	0.698986110345105	0.87289947933899	0.000236797361250462	0.0174567470360472
Rap2b	1197.81605033565	0.482268384489887	0.217577610711781	0.000237560831319709	0.0174567470360472
Dusp16	3636.36421073407	-0.508893576662268	0.232129762131359	0.000236321017776538	0.0174567470360472
B3gnt8	265.682081004969	0.554139393138844	0.261342394262946	0.00023926347128953	0.0174615997311466
Id2	2729.50963234027	0.470465863485392	0.211820270991145	0.000240276983197849	0.0174615997311466
Tsbp1	126.269816491366	0.600387799739697	0.297046276094258	0.000239711212362578	0.0174615997311466
Klhdc8a	424.441886821698	0.655977340920862	0.358054603842777	0.000250072777567481	0.0178956392138486
Proser2	263.807766283636	-0.509212380427749	0.235007621895625	0.000249411997566805	0.0178956392138486
Klf12	695.854502047407	-0.59699013144255	0.297755243100349	0.000249985383327534	0.0178956392138486
Heatr1	1976.60638879231	-0.392064440240865	0.174665004137013	0.000249422596945098	0.0178956392138486
Trp53cor1	36.6186819763265	0.773266406881131	0.56453393475638	0.000250776145203423	0.0178956392138486
Extl2	671.879552512831	0.408204219017751	0.182961899334785	0.000254584350124989	0.0179087859392194
Dnajb5	1602.97724010485	-0.34354195100774	0.152003049638772	0.000253888791085188	0.0179087859392194
