gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gbp10	110.992579967072	3.61057801093421	0.602213322460268	5.995513344314	2.02843636971927e-09	6.75469311116518e-05
Gbp6	766.458854353838	2.18883426510491	0.482548442015863	4.53598866874584	5.73342584694293e-06	0.0954615403515999
Gbp7	4279.54719864205	1.35338191429813	0.319575210137405	4.23494023117822	2.28612503293083e-05	0.214113458510577
Igtp	2259.51291049007	1.52231346104508	0.361732729195353	4.20839293262556	2.57193343556248e-05	0.214113458510577
Irgm1	2180.55771056868	1.27864842885674	0.316899332638798	4.0348725830677	5.46319360466875e-05	0.303207245059116
Or2v1	281.988516286661	1.6645451393555	0.41228416747441	4.03737342026072	5.40529928883809e-05	0.303207245059116
Gm37018	5.85890423525737	-5.66864263359957	1.42916198528636	-3.96641017040748	7.29632566455636e-05	0.307146393056221
Adipoq	80.1605647699549	-3.73593583403968	0.942531289797797	-3.96372605819925	7.37889232567497e-05	0.307146393056221
Gbp9	5272.62411782759	0.984595342750071	0.262714810955982	3.74777249583785	0.000178411964726365	0.540243326825318
Gvin-ps1_ENSMUSG00000109685	4.9995360166734	5.36044650851953	1.43093360954529	3.74611824948534	0.000179591960821509	0.540243326825318
Trim21	1144.6163140321	0.616156749249303	0.164434172785122	3.74713320724689	0.000178867110929385	0.540243326825318
Ifit3b	836.890572638472	1.82129578682504	0.488831024732059	3.72581872810413	0.000194682279937051	0.540243326825318
Tgtp2	1879.44685085475	1.36829834413655	0.369564701391875	3.70245951245665	0.000213519442990579	0.546938265506638
Gbp2	4084.26031214717	1.01855601358698	0.277952108217337	3.66450184573	0.000247820452901886	0.589458648688057
Gbp3	2531.02111864086	1.5386185939964	0.432840568669169	3.55470051877785	0.000378409842732112	0.636177819511218
Gbp4	5429.24204689734	1.54705577835188	0.433177427399338	3.57141365292259	0.000355059608225413	0.636177819511218
Parp12	3369.63044006935	0.628445773663649	0.175566910990221	3.57952287318339	0.000344222119715499	0.636177819511218
Gm12185	320.864982122924	1.33636651044287	0.374445563740418	3.56892066524601	0.000358454941958381	0.636177819511218
Ifi47	2074.18608332163	0.998387207112246	0.281065163794473	3.55215564118188	0.000382088780487218	0.636177819511218
Irgm2	3920.29650775478	1.17595982196642	0.326468518261462	3.60206193304256	0.000315703122899079	0.636177819511218
Ccl17	244.076814713675	-2.57338223904133	0.729349565942883	-3.5283249064727	0.000418198509677068	0.663143351059351
Acsm5	13.059627023938	-2.5708789150501	0.732448004638398	-3.50998145775455	0.000448137943318393	0.673893439360053
Kcnmb4	18.2592533425483	-1.74573344902466	0.498796803915274	-3.4998890035414	0.00046545192508352	0.673893439360053
Ifit3	3019.44028026324	2.02265341846123	0.580436515441158	3.48471084201848	0.000492669139945625	0.683578431674554
Atf3	1090.96471056399	-1.35631071307227	0.392084789914007	-3.45922807505422	0.000541725971874246	0.721578994536495
4833412K13Rik	21.063833597719	1.81963733024094	0.528254521951901	3.4446223451479	0.000571857770077988	0.728422438545156
Stat1	2276.91396270867	1.01119287022337	0.296956927834576	3.40518363251208	0.000661195759956572	0.728422438545156
Dusp27	29.1326292246119	-1.90144397802443	0.559978456476657	-3.39556630443996	0.000684867836494343	0.728422438545156
Zbp1	711.866905325877	2.12588656082173	0.61910687148167	3.43379577702632	0.000595192445063846	0.728422438545156
Nr2f2	3777.12234379312	0.616612467060765	0.18138221085372	3.39952007508635	0.000675042242158682	0.728422438545156
Dusp8	1847.04657200717	-0.741331738792819	0.217301154327379	-3.41154073059342	0.000645968497254773	0.728422438545156
Egln3	111.186734146786	-0.907839130071447	0.267831956113774	-3.38958480998361	0.000699985526529879	0.728422438545156
Gvin2	707.976902975983	1.37530123007211	0.413966092011321	3.32225575140704	0.00089292808689955	0.888014948571945
Ifit2	1949.10348646592	0.960244225419023	0.289405524962446	3.31798857517882	0.000906681929472857	0.888014948571945
H2-T23	9796.59307259185	0.747285536695607	0.226330198805145	3.30174912866564	0.000960839656374683	0.914170301636484
Xaf1	1292.83474237387	1.46008134104442	0.443570310275185	3.29165705463606	0.000995989864282382	0.921290624461204
Fer1l6	28.0766693379572	-2.3074857341169	0.702665508922083	-3.28390351428616	0.00102379966373332	0.921419697359988
Gm38212	0.439834606492509	0	6.45179407881845	0	1	1
Gm37108	0.436051387383139	1.65777609495878	4.79044372652624	0.346058985262501	0.729298386226151	1
Gm29155	7.71176599739332	0.908418422054918	0.917030968963819	0.990608226766178	0.321876919022007	1
Gm29157	4.79004479642714	0.247290593110815	1.00445387330993	0.246194075887158	0.805532001214125	1
Gm29156	13.8009822920946	0.829456724570191	0.700632953312268	1.18386770226679	0.236465437007727	1
Gm8141	0.544661179950747	2.58940675956385	4.85561901916631	0.533280463179427	0.593839449568772	1
Pcmtd1	5338.36664618033	-0.0240056943990601	0.132684477305667	-0.180923156095779	0.856427892848907	1
Gm26983	0.518205750135398	-0.0861004909015062	4.21166062828127	-0.0204433591641601	0.983689695456683	1
Gm38372	58.5928421929279	0.854784416000433	0.428746222193876	1.9936838431521	0.0461866161544519	1
Gm9826	1.52273965263352	1.13620825979435	2.23963803119411	0.507317809382151	0.611931844532454	1
Gm26901	4.86080998698222	0.811574914440893	1.12788526827577	0.71955449483046	0.471799338202637	1
Gm30414	0.443088261274433	0	4.79229325414003	0	1	1
Cdh7	0.405441149051833	0	6.20581863731968	0	1	1
Exo1	71.6590779976752	0.460343037775936	0.554015559491853	0.830920774496236	0.406018386871165	1
Becn2	0.335050258218838	0	6.45179407881845	0	1	1
